P,67,
S,18,
S,169,
P,41,
S,28,
S,178,
P,50,
R,121,$4.00
R,14,$7.61
S,75,
S,128,
R,213,$12.62
P,22,
P,62,
P,60,
S,68,
S,127,
S,28,
P,66,
S,78,
R,116,$2.97
S,56,
R,241,$5.50
R,5,$19.67
P,13,
R,34,$6.35
R,27,$18.60
P,34,
S,32,
S,176,
R,85,$14.17
S,152,
R,258,$6.72
R,261,$5.86
S,133,
S,20,
R,92,$16.35
P,11,
P,48,
R,210,$18.63
S,137,
S,79,
P,74,
P,51,
R,90,$2.44
P,15,
P,12,
S,82,
S,62,
S,28,
S,29,
S,128,
S,155,
S,10,
R,139,$5.89
P,74,
P,68,
P,75,
R,15,$10.89
S,53,
P,70,
S,70,
R,259,$3.43
P,21,
R,239,$7.35
P,75,
P,61,
R,146,$9.07
R,34,$16.44
R,184,$1.30
S,29,
P,47,
S,41,
S,97,
R,253,$12.84
S,67,
S,129,
S,158,
P,47,
P,74,
R,38,$1.99
S,7,
S,180,
P,13,
R,6,$16.88
P,39,
R,41,$18.62
R,161,$13.88
R,191,$18.79
P,22,
P,27,
P,45,
P,74,
P,58,
P,54,
S,174,
R,155,$14.46
R,118,$16.71
R,186,$9.52
P,22,
R,80,$1.15
S,129,
P,14,
R,125,$12.64
S,151,
S,163,
S,147,
S,68,
P,40,
R,188,$5.72
S,45,
S,17,
R,232,$3.42
R,53,$7.02
P,60,
R,193,$6.30
P,47,
P,14,
R,118,$1.41
P,47,
R,127,$13.21
R,18,$4.19
S,69,
P,39,
P,54,
R,250,$3.01
P,67,
P,42,
R,8,$8.78
R,265,$9.67
S,4,
S,57,
S,81,
S,91,
S,141,
S,57,
P,13,
S,149,
P,56,
P,64,
R,204,$16.90
S,100,
R,30,$19.99
R,252,$1.52
S,177,
S,55,
P,29,
R,20,$16.15
P,42,
P,25,
S,87,
S,65,
S,136,
S,130,
P,36,
S,139,
P,52,
P,44,
S,153,
S,66,
S,177,
R,216,$10.29
S,98,
P,24,
S,2,
R,2,$2.83
R,221,$17.74
S,19,
R,124,$6.98
S,75,
S,141,
R,73,$17.80
R,193,$18.51
R,36,$5.34
R,31,$8.23
P,69,
S,94,
R,102,$2.10
R,95,$4.99
R,90,$15.82
S,157,
P,50,
S,33,
R,177,$4.06
S,15,
P,62,
P,53,
P,23,
S,57,
S,48,
R,259,$9.01
P,15,
R,98,$11.39
P,27,
S,115,
S,132,
S,38,
S,30,
P,63,
S,95,
S,22,
P,57,
S,169,
R,245,$1.01
P,12,
R,238,$7.66
S,18,
R,112,$15.91
P,37,
P,70,
S,1,
R,171,$5.60
P,49,
S,156,
R,224,$11.53
P,68,
P,65,
S,136,
P,40,
R,34,$11.98
P,35,
P,41,
S,63,
S,62,
S,47,
P,30,
P,13,
P,61,
P,16,
R,1,$17.05
P,74,
P,55,
P,21,
P,33,
S,171,
S,86,
P,53,
R,78,$13.64
R,220,$7.14
P,71,
R,146,$17.57
R,97,$4.05
S,168,
R,206,$9.89
P,73,
S,37,
S,38,
P,16,
R,17,$14.33
P,46,
P,21,
P,28,
S,48,
P,22,
S,3,
S,33,
R,67,$14.20
S,115,
P,45,
P,20,
S,110,
S,136,
R,112,$16.92
R,199,$4.59
P,52,
S,150,
S,101,
P,46,
P,41,
R,25,$10.75
P,19,
R,71,$6.01
R,229,$6.46
S,85,
R,55,$19.83
S,63,
P,10,
S,174,
P,15,
R,40,$10.74
P,54,
S,12,
P,38,
S,52,
P,64,
S,139,
P,72,
R,230,$3.33
S,132,
S,41,
S,156,
R,146,$12.84
R,201,$11.64
R,166,$8.71
S,49,
R,131,$13.03
P,57,
S,50,
P,72,
P,36,
R,235,$6.16
R,255,$2.31
P,18,
R,88,$9.99
S,165,
S,44,
S,4,
S,16,
S,65,
R,225,$2.14
P,14,
R,210,$18.87
S,166,
P,16,
R,75,$17.13
P,48,
R,84,$18.46
S,160,
P,33,
S,94,
R,167,$18.98
P,47,
S,2,
S,50,
P,60,
R,157,$15.60
R,99,$10.20
P,56,
S,144,
P,24,
S,63,
P,16,
R,125,$1.61
P,50,
S,83,
S,149,
P,42,
R,120,$7.90
R,11,$7.12
P,28,
S,18,
P,15,
R,187,$6.13
P,18,
R,235,$10.63
P,54,
R,36,$12.00
P,63,
R,14,$10.36
P,13,
S,160,
P,13,
P,40,
P,54,
R,247,$13.98
S,117,
R,54,$4.99
P,52,
R,38,$19.29
S,58,
R,256,$16.03
P,58,
S,113,
P,67,
P,69,
R,125,$11.84
R,100,$10.29
S,142,
R,225,$18.26
S,73,
S,104,
S,91,
S,177,
R,43,$3.05
R,54,$14.17
R,6,$2.20
R,246,$4.94
R,67,$2.37
R,70,$13.35
P,31,
S,140,
R,251,$6.09
S,135,
P,56,
R,77,$9.41
R,110,$4.25
S,143,
R,234,$3.10
P,59,
P,17,
S,19,
R,196,$7.38
P,62,
S,141,
S,167,
R,154,$1.31
R,166,$17.45
S,65,
S,136,
S,9,
P,27,
P,26,
S,26,
P,67,
R,226,$13.43
S,107,
S,106,
S,28,
R,124,$14.84
S,93,
P,33,
S,97,
R,166,$18.53
S,35,
R,232,$9.31
S,137,
R,208,$12.36
R,106,$13.09
S,64,
P,21,
S,55,
P,40,
R,148,$7.49
R,257,$19.50
S,154,
R,166,$19.13
S,21,
S,31,
S,45,
S,92,
R,160,$13.50
R,126,$19.46
S,24,
P,14,
R,58,$2.92
S,27,
S,20,
P,72,
R,264,$12.54
S,45,
S,6,
R,257,$12.13
S,128,
P,46,
S,171,
S,50,
R,184,$10.72
S,26,
S,21,
P,50,
P,25,
S,53,
R,213,$6.58
P,13,
S,155,
R,209,$7.73
P,27,
S,161,
P,65,
S,85,
R,152,$7.18
P,37,
R,131,$13.77
P,53,
P,35,
R,52,$19.30
S,139,
R,208,$4.68
S,174,
R,133,$19.22
P,73,
S,125,
R,194,$19.99
P,30,
P,29,
R,163,$9.11
R,9,$7.11
P,54,
R,243,$12.23
R,209,$13.33
S,32,
P,43,
R,50,$12.78
R,186,$15.37
P,29,
R,138,$12.74
P,53,
R,1,$13.46
R,69,$18.26
P,24,
S,18,
S,84,
S,91,
S,22,
R,255,$17.31
P,37,
R,109,$5.59
P,53,
S,29,
S,110,
P,16,
R,22,$1.09
R,104,$2.43
R,121,$3.44
P,62,
S,106,
P,25,
R,112,$19.25
S,76,
P,15,
S,4,
S,133,
S,114,
S,142,
S,177,
S,123,
S,26,
P,22,
P,68,
P,33,
R,144,$7.37
R,183,$10.40
P,39,
P,22,
P,11,
P,56,
P,14,
P,50,
S,151,
R,221,$19.61
R,113,$7.75
P,70,
R,81,$6.02
R,92,$17.64
P,31,
S,39,
S,103,
S,33,
R,256,$19.98
R,168,$3.07
R,81,$6.64
S,111,
P,60,
R,201,$14.81
P,57,
P,29,
R,106,$19.72
R,58,$12.51
R,175,$5.97
S,137,
S,155,
S,121,
P,68,
S,139,
S,133,
R,22,$7.30
S,146,
S,34,
R,189,$14.70
P,38,
R,137,$4.74
P,11,
P,60,
P,48,
P,43,
R,112,$16.77
R,24,$17.85
R,105,$8.96
R,52,$8.85
R,203,$10.85
P,72,
R,89,$19.51
S,165,
S,13,
R,113,$1.15
S,138,
S,57,
R,64,$6.82
P,74,
R,141,$18.15
P,71,
P,71,
R,89,$5.14
S,135,
P,18,
R,59,$12.58
R,37,$11.12
P,34,
S,14,
S,162,
S,141,
R,240,$10.55
S,135,
S,151,
P,29,
P,19,
P,60,
P,11,
R,173,$6.53
S,134,
R,240,$17.61
R,68,$7.76
R,154,$10.99
R,239,$13.90
P,14,
P,28,
R,248,$12.82
P,75,
R,62,$5.05
R,61,$12.88
P,30,
R,62,$17.81
P,63,
R,30,$5.76
P,62,
S,127,
